EN 221 [Tre]	Paris-Gare de Lyon	Dijon Ville	95	259	2015-03-18 19:59:00+01:00	2:42:00	48.843724	2.375947	47.320897	5.02781
EN 221 [Tre]	Dijon Ville	Milano Centrale	52	379	2015-03-18 22:46:00+01:00	7:14:00	47.320897	5.02781	45.486388	9.204711
EN 414 [FTE]	Beograd	Stara Pazova (SRB)	48	31	2015-04-11 11:03:00+02:00	0:38:00	44.804116	20.45872	44.98061	20.143441
EN 414 [FTE]	Stara Pazova (SRB)	Ruma	69	25	2015-04-11 11:43:00+02:00	0:21:00	44.98061	20.143441	44.987531	19.818949
EN 414 [FTE]	Ruma	Sremska Mitrovica	39	15	2015-04-11 12:09:00+02:00	0:22:00	44.987531	19.818949	44.983378	19.624476
EN 414 [FTE]	Sremska Mitrovica	Sid (SRB)	36	34	2015-04-11 12:33:00+02:00	0:56:00	44.983378	19.624476	45.113812	19.228483
EN 414 [FTE]	Sid (SRB)	Tovarnik	60	8	2015-04-11 13:56:00+02:00	0:07:00	45.113812	19.228483	45.153005	19.141162
EN 414 [FTE]	Tovarnik	Vinkovci	108	30	2015-04-11 14:04:00+02:00	0:16:00	45.153005	19.141162	45.301012	18.807474
EN 414 [FTE]	Vinkovci	Strizivojna-Vrpolje	104	31	2015-04-11 14:42:00+02:00	0:17:00	45.301012	18.807474	45.22695	18.419697
EN 414 [FTE]	Strizivojna-Vrpolje	Slavonski Brod	108	32	2015-04-11 15:00:00+02:00	0:17:00	45.22695	18.419697	45.164107	18.012962
EN 414 [FTE]	Slavonski Brod	Nova Kapela-Batrina	77	27	2015-04-11 15:19:00+02:00	0:20:00	45.164107	18.012962	45.187281	17.669053
EN 414 [FTE]	Nova Kapela-Batrina	Nova Gradiska	100	23	2015-04-11 15:40:00+02:00	0:13:00	45.187281	17.669053	45.252012	17.385497
EN 414 [FTE]	Nova Gradiska	Novska	87	33	2015-04-11 15:54:00+02:00	0:22:00	45.252012	17.385497	45.327818	16.97202
EN 414 [FTE]	Novska	Banova Jaruga	45	13	2015-04-11 16:19:00+02:00	0:17:00	45.327818	16.97202	45.443294	16.907828
EN 414 [FTE]	Banova Jaruga	Kutina	63	10	2015-04-11 16:37:00+02:00	0:09:00	45.443294	16.907828	45.474082	16.778581
EN 414 [FTE]	Kutina	Ivanic Grad	61	48	2015-04-11 16:47:00+02:00	0:46:00	45.474082	16.778581	45.76793	16.32548
EN 414 [FTE]	Ivanic Grad	Dugo Selo	24	8	2015-04-11 17:34:00+02:00	0:19:00	45.76793	16.32548	45.803168	16.232217
EN 414 [FTE]	Dugo Selo	Zagreb Glavni Kol	71	21	2015-04-11 17:54:00+02:00	0:17:00	45.803168	16.232217	45.772883	15.957983
EN 414 [FTE]	Zagreb Glavni Kol	Dobova	47	26	2015-04-11 18:37:00+02:00	0:32:00	45.772883	15.957983	45.897366	15.668971
EN 414 [FTE]	Dobova	Sevnica	75	30	2015-04-11 19:26:00+02:00	0:23:00	45.897366	15.668971	46.00992	15.314715
EN 414 [FTE]	Sevnica	Zidani Most	55	13	2015-04-11 19:50:00+02:00	0:14:00	46.00992	15.314715	46.08907	15.17656
EN 414 [FTE]	Zidani Most	Ljubljana	60	51	2015-04-11 20:06:00+02:00	0:50:00	46.08907	15.17656	46.060151	14.516194
EN 414 [FTE]	Ljubljana	Kranj	68	23	2015-04-11 21:10:00+02:00	0:20:00	46.060151	14.516194	46.241662	14.351539
EN 414 [FTE]	Kranj	Lesce Bled	58	19	2015-04-11 21:31:00+02:00	0:19:00	46.241662	14.351539	46.354395	14.159089
EN 414 [FTE]	Lesce Bled	Jesenice (SLO)	66	13	2015-04-11 21:51:00+02:00	0:11:00	46.354395	14.159089	46.442499	14.041869
EN 414 [FTE]	Jesenice (SLO)	Villach Hbf	37	24	2015-04-11 22:05:00+02:00	0:38:00	46.442499	14.041869	46.618004	13.847603
EN 414 [FTE]	Villach Hbf	Spittal-Millstätter See	84	33	2015-04-11 23:16:00+02:00	0:23:00	46.618004	13.847603	46.795703	13.487415
EN 414 [FTE]	Spittal-Millstätter See	Mallnitz-Obervellach	64	31	2015-04-11 23:41:00+02:00	0:28:00	46.795703	13.487415	46.981051	13.177386
EN 414 [FTE]	Mallnitz-Obervellach	Bad Gastein	62	15	2015-04-12 00:10:00+02:00	0:14:00	46.981051	13.177386	47.119773	13.145555
EN 414 [FTE]	Bad Gastein	Bad Hofgastein	40	9	2015-04-12 00:27:00+02:00	0:13:00	47.119773	13.145555	47.200343	13.104798
EN 414 [FTE]	Bad Hofgastein	Schwarzach-St.Veit	48	13	2015-04-12 00:41:00+02:00	0:16:00	47.200343	13.104798	47.318533	13.154463
EN 414 [FTE]	Schwarzach-St.Veit	Innsbruck Hbf	57	132	2015-04-12 02:32:00+02:00	2:17:00	47.318533	13.154463	47.26289	11.400749
EN 414 [FTE]	Innsbruck Hbf	Landeck-Zams	77	63	2015-04-12 04:53:00+02:00	0:48:00	47.26289	11.400749	47.14861	10.578811
EN 414 [FTE]	Landeck-Zams	St. Anton am Arlberg	59	23	2015-04-12 05:45:00+02:00	0:23:00	47.14861	10.578811	47.129679	10.264485
EN 414 [FTE]	St. Anton am Arlberg	Langen am Arlberg	65	10	2015-04-12 06:10:00+02:00	0:09:00	47.129679	10.264485	47.131477	10.12126
EN 414 [FTE]	Langen am Arlberg	Bludenz	38	23	2015-04-12 06:20:00+02:00	0:36:00	47.131477	10.12126	47.161896	9.807105
EN 414 [FTE]	Bludenz	Feldkirch	66	17	2015-04-12 07:06:00+02:00	0:15:00	47.161896	9.807105	47.240974	9.604102
EN 414 [FTE]	Feldkirch	Buchs SG	46	12	2015-04-12 07:38:00+02:00	0:15:00	47.240974	9.604102	47.168404	9.47863
EN 235 [A]	Wien Hbf	Wien Meidling	34	3	2015-04-13 19:17:00+02:00	0:05:00	48.185651	16.379712	48.174999	16.336123
EN 235 [A]	Wien Meidling	Wiener Neustadt Hbf	97	40	2015-04-13 19:30:00+02:00	0:24:00	48.174999	16.336123	47.814873	16.235282
EN 235 [A]	Wiener Neustadt Hbf	Bruck/Mur	57	84	2015-04-13 19:56:00+02:00	1:27:00	47.814873	16.235282	47.41319	15.278192
EN 235 [A]	Bruck/Mur	Leoben Hbf	61	14	2015-04-13 21:25:00+02:00	0:13:00	47.41319	15.278192	47.38642	15.090227
EN 235 [A]	Leoben Hbf	Knittelfeld	73	26	2015-04-13 21:40:00+02:00	0:21:00	47.38642	15.090227	47.215957	14.837963
EN 235 [A]	Knittelfeld	Friesach in Kärnten	46	43	2015-04-13 22:03:00+02:00	0:55:00	47.215957	14.837963	46.954758	14.417726
EN 235 [A]	Friesach in Kärnten	Klagenfurt Hbf	66	38	2015-04-13 22:59:00+02:00	0:34:00	46.954758	14.417726	46.615802	14.312391
EN 235 [A]	Klagenfurt Hbf	Villach Hbf	88	35	2015-04-13 23:35:00+02:00	0:23:00	46.615802	14.312391	46.618004	13.847603
EN 235 [A]	Villach Hbf	Tarvisio Boscoverde	49	22	2015-04-14 00:03:00+02:00	0:26:00	46.618004	13.847603	46.506358	13.607214
EN 235 [A]	Tarvisio Boscoverde	Venezia Mestre	74	155	2015-04-14 00:45:00+02:00	2:05:00	46.506358	13.607214	45.481902	12.2319
EN 235 [A]	Venezia Mestre	Ferrara	92	86	2015-04-14 03:11:00+02:00	0:55:00	45.481902	12.2319	44.84312	11.603833
EN 235 [A]	Ferrara	Bologna Centrale	95	42	2015-04-14 04:08:00+02:00	0:26:00	44.84312	11.603833	44.506141	11.343406
EN 235 [A]	Bologna Centrale	Firenze S. M. N.	81	81	2015-04-14 05:08:00+02:00	0:59:00	44.506141	11.343406	43.77681	11.247806
EN 235 [A]	Firenze S. M. N.	Arezzo	94	61	2015-04-14 06:25:00+02:00	0:38:00	43.77681	11.247806	43.461073	11.875379
EN 235 [A]	Arezzo	Chiusi-Chianciano Terme	102	51	2015-04-14 07:05:00+02:00	0:29:00	43.461073	11.875379	43.002471	11.957891
EN 235 [A]	Chiusi-Chianciano Terme	Orvieto	81	33	2015-04-14 07:36:00+02:00	0:24:00	43.002471	11.957891	42.723931	12.126753
EN 235 [A]	Orvieto	Roma Termini	71	96	2015-04-14 08:02:00+02:00	1:20:00	42.723931	12.126753	41.900492	12.50279
EN 446 [PL]	Frankfurt (Oder)	Bielefeld Hbf	72	411	2015-04-07 22:15:00+02:00	5:40:00	52.336159	14.546506	52.029258	8.532722
EN 476 [MÁV]	Budapest-Keleti	Vác	66	47	2015-04-11 20:05:00+02:00	0:42:00	47.375974	19.117314	47.803654	19.158421
EN 476 [MÁV]	Vác	Sturovo	62	35	2015-04-11 20:48:00+02:00	0:33:00	47.803654	19.158421	47.798809	18.681723
EN 476 [MÁV]	Sturovo	Nové Zámky	96	43	2015-04-11 21:24:00+02:00	0:26:00	47.798809	18.681723	47.993911	18.17386
EN 476 [MÁV]	Nové Zámky	Bratislava hlavna stanica	88	81	2015-04-11 21:52:00+02:00	0:54:00	47.993911	18.17386	48.157514	17.109088
EN 476 [MÁV]	Bratislava hlavna stanica	Kuty	82	56	2015-04-11 22:58:00+02:00	0:40:00	48.157514	17.109088	48.659868	17.048303
EN 476 [MÁV]	Kuty	Breclav	71	15	2015-04-11 23:40:00+02:00	0:12:00	48.659868	17.048303	48.753904	16.893239
EN 476 [MÁV]	Breclav	Brno hl. n.	87	52	2015-04-12 00:19:00+02:00	0:35:00	48.753904	16.893239	49.190537	16.612775
EN 476 [MÁV]	Brno hl. n.	Pardubice	69	111	2015-04-12 01:11:00+02:00	1:35:00	49.190537	16.612775	50.031262	15.75871
EN 476 [MÁV]	Pardubice	Praha hl. n.	70	94	2015-04-12 02:51:00+02:00	1:19:00	50.031262	15.75871	50.083058	14.436037
EN 476 [MÁV]	Praha hl. n.	Praha-Holesovice	20	3	2015-04-12 04:30:00+02:00	0:08:00	50.083058	14.436037	50.110214	14.44001
EN 476 [MÁV]	Praha-Holesovice	Ustí nad Labem hl. n.	65	67	2015-04-12 04:39:00+02:00	1:01:00	50.110214	14.44001	50.659563	14.044728
EN 476 [MÁV]	Ustí nad Labem hl. n.	Decín hl. n.	59	16	2015-04-12 05:42:00+02:00	0:16:00	50.659563	14.044728	50.773411	14.201248
EN 476 [MÁV]	Decín hl. n.	Dresden Hbf	55	44	2015-04-12 06:02:00+02:00	0:47:00	50.773411	14.201248	51.040562	13.732029
EN 466 [SBB]	Wien Hbf	Wien Meidling	34	3	2015-03-16 21:36:00+01:00	0:05:00	48.185651	16.379712	48.174999	16.336123
EN 466 [SBB]	Wien Meidling	St. Pölten Hbf	109	52	2015-03-16 21:44:00+01:00	0:28:00	48.174999	16.336123	48.207683	15.625912
EN 466 [SBB]	St. Pölten Hbf	Amstetten	109	56	2015-03-16 22:14:00+01:00	0:30:00	48.207683	15.625912	48.121908	14.877444
